164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.085735
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.46097
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.363394
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.848975
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.944722
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.084836
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.779318
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231714
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.817099
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.416683
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98741
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69809
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.995324
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.301171
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.084836
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.003837
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245414
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.041648
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.8393421
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.520105
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.367521
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.627044
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.978416
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.120728
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.094988
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.675567
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.691435
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.638095
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.3815
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.301171
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.287661
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.488834
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.459301
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28979
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.096926
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.44777
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.0114513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.798253
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.306647
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.293097
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.543007
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.166933
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.638755
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.9023442
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.944083
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.350144
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.733463
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.520624
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.182781
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.780547
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.153004
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.389504
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.480625
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392212
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.3198269
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.798114
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.139074
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.542997
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.179664
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.5357129
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.871738
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.570067
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.141962
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.698869
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.041908
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358048
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.903234
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.697213
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.219993
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.495923
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.058556
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.284004
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14.0,29.750889
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.420461
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.713678
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.298573
